,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
716,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0
1093,651,France,Male,40,4,0.0,2,1,1,147715.83,0
5893,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0
481,525,France,Female,23,5,0.0,2,1,0,160249.1,0
2394,543,France,Male,43,9,0.0,2,1,1,78858.07,0
6697,638,France,Male,41,1,131762.94,1,1,1,47675.29,0
9290,850,France,Male,33,8,73059.38,1,1,1,186281.0,0
394,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
9880,584,Germany,Male,42,3,137479.13,1,1,0,25669.1,0
3042,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
2886,449,France,Female,37,6,0.0,2,1,0,82176.48,0
5064,558,France,Female,47,9,0.0,2,1,0,103787.28,0
3089,743,France,Male,40,8,68155.59,1,1,0,94876.65,0
7579,601,France,Male,40,10,127847.86,1,0,0,173245.68,0
4949,567,France,Male,36,1,0.0,2,0,0,8555.73,0
3735,447,France,Female,32,10,0.0,1,1,1,151815.76,0
2776,689,France,Male,39,7,0.0,2,0,0,14917.09,0
4395,660,France,Female,20,6,167685.56,1,1,0,57929.9,0
7036,540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0
5324,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0
7951,850,France,Female,40,0,0.0,2,1,0,1099.95,0
934,592,Spain,Male,37,9,0.0,3,1,1,10656.89,0
9686,793,France,Male,63,4,103729.79,2,1,1,80272.06,0
2224,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0
6454,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0
8462,817,France,Male,59,1,118962.58,1,1,1,120819.58,0
6477,549,France,Female,34,4,0.0,2,0,0,139463.57,0
6664,703,France,Female,42,7,0.0,2,0,1,72500.68,0
4969,655,Spain,Female,35,1,106405.03,1,1,1,82900.25,0
3241,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
2512,734,France,Male,51,1,118537.47,1,1,1,116912.45,0
9953,550,France,Male,47,2,0.0,2,1,1,97057.28,0
8909,670,Spain,Female,29,9,0.0,2,1,0,27359.19,0
591,700,France,Male,38,8,134811.3,1,1,0,1299.75,0
2620,603,France,Male,35,6,128993.76,2,1,0,130483.56,0
2066,545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0
4573,645,France,Female,24,3,34547.82,1,1,1,11638.17,0
3854,687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0
4906,809,Spain,Female,33,3,0.0,2,0,1,141426.78,0
453,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
1998,603,France,Male,43,5,127823.93,1,1,1,19483.35,0
6557,504,Spain,Male,40,5,0.0,2,0,0,146703.36,0
4145,666,France,Female,33,2,147229.65,1,1,1,56410.17,0
5238,723,France,Male,30,3,124119.54,1,1,0,162198.32,0
728,673,France,Female,40,5,137494.28,1,1,0,81753.92,0
3717,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
8115,545,France,Female,32,6,0.0,2,1,1,52067.37,0
8059,728,France,Female,34,6,90425.15,2,1,1,11597.69,0
7557,426,France,Male,34,9,0.0,2,1,0,107876.91,0
2403,641,France,Female,26,4,91547.84,2,0,1,28157.34,0
4486,528,France,Male,35,3,156687.1,1,1,0,199320.77,0
6788,825,Germany,Male,37,6,118050.79,1,0,1,52301.15,0
599,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0
9193,597,France,Female,26,8,149989.39,1,1,0,42330.58,0
9794,685,Spain,Male,23,5,164902.43,1,0,0,141152.28,0
9655,583,France,Female,40,4,55776.39,2,1,0,26920.43,0
9871,633,France,Female,34,3,123034.43,2,1,1,38315.04,0
9964,479,France,Male,34,5,117593.48,2,0,0,113308.29,0
8410,743,France,Female,46,9,0.0,1,1,0,113436.08,0
895,728,Germany,Male,32,5,61825.5,1,1,1,156124.93,0
1230,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0
6374,503,France,Male,38,1,0.0,2,1,1,95153.24,0
9167,607,France,Male,26,1,0.0,1,1,0,29818.2,0
8630,706,Germany,Female,44,2,185932.18,2,1,0,65413.41,0
5878,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
9608,700,Spain,Male,44,9,0.0,2,1,0,142287.65,0
5586,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0
9101,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0
1336,618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0
5937,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0
1228,659,France,Female,38,3,0.0,2,1,0,158553.1,0
9754,673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0
2101,678,Spain,Female,49,8,0.0,2,0,1,98090.69,0
4508,599,France,Female,41,1,0.0,2,1,0,96069.82,0
5268,691,France,Male,28,1,0.0,2,0,0,92865.41,0
6367,536,France,Female,41,9,0.0,1,1,0,121299.14,0
8276,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0
6632,694,Spain,Male,31,5,0.0,1,1,0,35593.18,0
7920,714,France,Male,34,5,141173.03,1,0,1,98896.06,0
4458,633,France,Male,37,2,0.0,2,1,0,182258.17,0
9739,677,France,Female,25,3,0.0,2,1,0,179608.96,0
4874,703,France,Male,43,8,0.0,2,1,0,9704.66,0
7908,581,France,Male,35,4,0.0,2,0,1,86383.82,0
4631,659,Germany,Female,30,8,154159.51,1,1,0,40441.1,0
2597,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
6965,584,Spain,Female,30,5,0.0,2,1,1,185201.58,0
1568,676,France,Male,40,8,114005.78,1,1,1,67998.45,0
9400,639,France,Female,31,3,98360.03,1,0,0,20973.8,0
1577,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0
1299,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0
4888,437,France,Male,49,9,111634.29,2,0,1,166440.32,0
9518,585,Germany,Male,44,7,163867.86,1,1,1,112333.22,0
2532,827,France,Female,60,2,0.0,2,0,1,60615.83,0
1730,850,France,Male,20,7,0.0,2,1,0,31288.77,0
7572,586,Germany,Male,37,8,167735.69,2,0,1,104665.79,0
2105,492,France,Female,31,7,0.0,2,1,1,49463.44,0
5985,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0
1819,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
4245,732,France,Female,34,8,122338.43,2,1,0,187985.85,0
7048,563,Spain,Male,57,6,0.0,2,1,1,39297.48,0
9517,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0
7674,665,France,Male,28,8,137300.23,1,1,0,90174.83,0
6084,562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0
165,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0
9282,619,Spain,Male,34,1,0.0,1,1,0,139919.38,0
7605,718,Spain,Male,39,6,0.0,2,0,1,63889.1,0
8805,850,Spain,Male,39,8,0.0,2,1,1,37090.44,0
5049,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
2526,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
9782,509,France,Male,18,7,102983.91,1,1,0,171770.58,0
5478,648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0
9801,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0
1152,652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0
8861,678,France,Female,43,7,178074.33,1,0,0,110405.9,0
1135,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0
7399,668,France,Female,37,7,128645.67,1,1,0,92149.64,0
3548,770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0
7110,679,Spain,Female,28,9,0.0,2,0,1,61761.77,0
5012,575,France,Male,40,5,0.0,2,1,1,122488.59,0
923,572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0
8508,678,Spain,Male,27,2,0.0,2,1,1,13221.25,0
8537,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0
1188,528,France,Male,30,2,128262.72,2,1,0,50771.16,0
7259,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
7634,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0
5531,705,France,Female,31,3,119794.67,1,0,0,182528.44,0
6068,676,France,Female,41,4,101457.14,1,1,1,79101.67,0
3218,663,France,Male,36,10,0.0,2,1,0,136349.55,0
9227,776,France,Female,31,5,0.0,2,1,0,92647.94,0
1693,554,Spain,Female,34,8,0.0,1,0,1,106981.03,0
5178,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
6778,679,Germany,Female,50,6,132598.38,2,1,1,184017.98,0
5939,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0
829,577,France,Female,39,10,0.0,2,1,0,10553.31,0
4975,743,France,Male,39,6,0.0,2,1,0,44265.28,0
7966,677,Spain,Female,34,4,0.0,2,1,1,6175.53,0
8969,562,France,Female,51,7,122822.0,2,0,0,32626.21,0
1636,573,France,Female,37,6,0.0,2,1,0,193995.37,0
2257,686,Spain,Female,35,4,0.0,2,1,1,159676.55,0
7617,502,France,Male,33,7,0.0,2,0,1,4082.52,0
6777,754,France,Female,27,7,0.0,2,1,0,144134.64,0
5158,587,France,Male,55,9,0.0,1,1,0,64593.07,0
5665,559,France,Male,33,9,111060.05,2,1,0,110371.84,0
2938,730,France,Male,27,5,0.0,2,1,1,116081.93,0
6593,655,Germany,Female,30,1,83173.98,2,1,1,184259.6,0
9455,689,Spain,Female,55,4,0.0,2,1,1,58442.25,0
6614,689,France,Male,34,1,165312.27,1,1,0,155495.63,0
4825,622,France,Male,31,5,106260.67,1,1,1,2578.43,0
5321,732,France,Male,25,0,110942.9,1,0,0,172576.56,0
8822,543,France,Male,64,4,0.0,2,1,1,148305.82,0
3627,604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0
3588,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0
4202,526,France,Male,30,9,0.0,2,0,0,100995.68,0
1371,611,France,Female,43,8,64897.75,1,1,0,114996.33,0
1832,620,France,Male,22,0,0.0,1,1,0,32589.45,0
4990,659,Spain,Female,33,8,115409.6,1,0,1,1539.21,0
8123,711,France,Male,33,1,0.0,1,0,0,41590.4,0
4925,817,Germany,Male,58,3,114327.59,2,1,1,42831.11,0
3956,597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0
9046,630,Germany,Female,23,4,137964.51,1,0,1,174570.55,0
4273,562,France,Male,75,5,87140.85,1,1,1,39351.64,0
2136,727,France,Male,18,4,133550.67,1,1,1,46941.41,0
1021,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
7373,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
6794,575,France,Female,54,9,68332.96,1,1,1,144390.75,0
5257,807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0
9319,529,France,Female,27,1,0.0,2,1,1,37769.98,0
3809,664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0
7272,653,France,Female,74,0,121276.32,1,1,1,160348.31,0
875,501,France,Female,39,9,117301.66,1,0,0,182025.95,0
2885,660,Spain,Male,42,5,0.0,2,1,0,115509.59,0
4052,616,Germany,Male,41,10,113220.2,2,1,1,114072.91,0
7420,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0
6607,673,Germany,Female,41,9,98612.1,1,1,0,151349.35,0
4766,659,Spain,Female,38,9,0.0,2,1,1,35701.06,0
4042,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0
1267,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0
4707,511,France,Male,27,8,0.0,2,1,1,49089.36,0
6257,774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0
9123,718,France,Male,33,7,102874.28,1,0,0,117841.06,0
2891,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
6050,703,France,Male,44,6,98862.54,1,1,0,151516.7,0
3322,634,France,Female,41,8,68213.99,1,1,1,6382.46,0
1547,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0
2488,645,Spain,Female,21,1,0.0,2,0,0,28726.07,0
3390,674,France,Female,32,7,85757.93,1,1,1,95481.0,0
4484,645,France,Female,37,1,0.0,2,1,1,68987.55,0
4877,737,France,Male,44,7,0.0,2,0,0,57898.58,0
9004,708,Spain,Male,33,3,0.0,2,1,0,138613.21,0
4353,805,France,Female,31,4,0.0,2,1,0,4798.12,0
2478,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
1677,784,Spain,Female,40,8,0.0,2,1,0,108891.3,0
7495,557,France,Female,27,2,0.0,2,0,1,4497.55,0
9040,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0
365,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0
6609,748,France,Female,41,2,91621.69,1,1,1,71139.31,0
3776,750,France,Male,33,2,152302.72,1,1,0,71333.44,0
2700,564,France,Male,31,4,0.0,2,1,0,53520.03,0
2157,744,France,Female,44,3,0.0,2,1,1,189016.14,0
7489,600,France,Female,26,6,108909.12,1,1,0,82547.01,0
2723,614,France,Female,41,8,121558.46,1,1,1,598.8,0
9240,589,Spain,Female,46,10,0.0,2,0,1,168369.37,0
1227,557,France,Female,28,7,146445.24,2,1,0,184317.74,0
4236,492,France,Male,35,4,141359.37,2,1,0,39519.53,0
2552,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0
1242,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0
4945,529,France,Female,31,2,164003.05,2,1,1,60993.23,0
6597,558,France,Male,32,5,73494.21,1,0,0,136301.1,0
7981,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0
8848,559,France,Female,29,3,79715.36,1,1,0,82252.28,0
6294,696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0
7793,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
6692,662,France,Female,39,5,138106.75,1,0,0,19596.73,0
5528,645,France,Male,32,4,0.0,2,0,1,97628.08,0
1905,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
4575,833,Germany,Male,29,1,96462.25,2,0,1,48986.18,0
264,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
6866,675,Spain,Male,32,8,197436.82,1,1,1,52710.7,0
703,574,Spain,Male,36,1,0.0,2,0,1,71709.12,0
1599,670,France,Female,42,1,115961.58,2,0,1,29483.87,0
3963,607,France,Male,31,8,0.0,2,1,1,43196.5,0
9115,612,Germany,Female,36,2,130700.92,2,0,0,77592.8,0
3016,797,France,Male,32,10,114084.6,1,0,1,125782.29,0
951,789,Germany,Male,33,8,151607.56,1,1,0,4389.4,0
4604,681,France,Male,25,5,0.0,1,0,1,90860.97,0
8979,514,France,Male,35,3,121030.9,1,1,0,10008.68,0
5718,648,France,Female,37,7,0.0,2,1,0,194238.92,0
9562,738,France,Male,39,5,0.0,2,1,1,114388.98,0
3051,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
2755,700,Spain,Male,31,7,0.0,2,0,1,145151.96,0
4096,820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0
1099,494,Spain,Male,38,7,0.0,2,1,1,6203.66,0
3566,746,Spain,Female,25,3,104833.79,1,0,0,71911.3,0
5748,645,France,Female,45,8,85325.93,1,0,0,22558.74,0
7032,615,Spain,Male,41,4,0.0,1,0,1,149278.96,0
3116,753,France,Female,39,7,155062.8,1,1,1,16460.77,0
9378,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
9259,800,France,Female,40,3,75893.11,2,1,0,132562.23,0
1530,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
281,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0
1510,535,France,Male,33,2,133040.32,1,1,1,110299.78,0
1703,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
7261,726,France,Female,53,1,113537.73,1,0,1,28367.21,0
7823,705,France,Male,32,7,0.0,2,1,0,7921.57,0
8069,617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0
7478,544,Spain,Male,22,4,0.0,2,1,0,70007.67,0
1901,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0
5492,712,France,Male,35,7,124616.23,1,1,1,69320.97,0
1732,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
3688,679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0
6604,774,France,Female,47,6,94722.88,1,0,1,61450.96,0
8420,669,Spain,Male,29,9,0.0,1,1,1,93901.61,0
2386,541,France,Male,46,4,124547.13,2,1,0,94499.06,0
9632,760,Germany,Female,34,6,58003.41,1,1,0,90346.1,0
8408,829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0
3596,643,France,Male,36,0,148159.71,1,0,0,55835.66,0
2778,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0
4125,692,Spain,Female,49,9,0.0,2,1,0,178342.63,0
80,665,France,Female,34,1,96645.54,2,0,0,171413.66,0
9816,643,Spain,Male,48,8,0.0,2,1,0,174729.3,0
6187,704,France,Male,36,3,114370.41,1,0,1,66810.48,0
451,850,France,Male,40,9,0.0,2,0,1,119232.33,0
5569,709,France,Male,36,0,0.0,2,1,0,46811.77,0
6536,625,France,Female,37,7,115895.42,1,1,0,48486.25,0
1712,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
6941,501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0
6728,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
2864,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0
8339,695,France,Female,42,0,0.0,2,0,1,140724.64,0
1688,601,France,Female,41,1,0.0,2,0,1,160607.06,0
14,635,Spain,Female,35,7,0.0,2,1,1,65951.65,0
2559,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0
8047,734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0
8699,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0
9472,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0
7491,622,France,Male,40,4,99799.76,2,1,0,197372.13,0
3364,673,France,Male,47,1,0.0,2,0,0,108762.16,0
1024,718,France,Female,25,4,108691.95,1,1,0,63030.97,0
131,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
350,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
1079,664,France,Male,32,10,107209.73,1,1,1,112340.2,0
4241,793,Spain,Male,63,0,0.0,2,0,1,27166.75,0
8873,610,France,Male,34,0,103108.17,1,0,0,125646.82,0
4507,592,France,Male,28,2,116498.22,1,1,0,144290.25,0
8125,629,Germany,Female,38,9,123948.85,1,1,0,76053.07,0
9682,686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0
3944,612,France,Female,31,8,117989.76,1,1,1,54129.86,0
2667,584,France,Male,35,3,146311.58,1,1,1,105443.47,0
1409,444,France,Female,40,5,84350.07,1,1,0,143835.76,0
6950,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0
1167,548,France,Female,35,10,0.0,1,1,1,31299.71,0
1930,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0
1627,680,France,Male,32,5,92961.61,1,1,0,116957.6,0
8247,505,Germany,Female,25,5,114268.85,2,1,1,126728.27,0
1244,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0
5538,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0
4510,611,Germany,Female,43,9,127216.31,2,0,1,17913.25,0
8906,613,Spain,Female,32,0,0.0,2,0,1,126675.62,0
8851,782,Germany,Male,42,7,126428.38,1,1,0,39830.1,0
1209,850,France,Female,32,7,0.0,2,0,0,155227.0,0
3295,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0
2605,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
3298,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0
5040,829,Spain,Male,50,7,0.0,2,0,1,178458.86,0
9363,634,Spain,Male,35,3,0.0,2,1,1,19515.48,0
9157,737,France,Female,32,7,128551.36,2,0,1,189402.71,0
3465,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0
137,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
4666,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
3818,725,France,Female,44,10,0.0,1,0,1,93777.61,0
9307,685,France,Male,40,2,168001.34,2,1,1,167400.29,0
6431,540,Spain,Male,39,1,0.0,1,0,1,108419.41,0
1625,680,France,Male,44,3,0.0,2,1,0,86935.08,0
4160,627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0
9779,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
3143,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0
3270,850,France,Female,33,7,118004.26,1,1,0,183983.82,0
8032,667,France,Male,34,5,0.0,2,1,1,102908.63,0
434,683,France,Male,33,8,0.0,1,0,0,73564.44,0
2538,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0
6522,663,France,Female,42,1,82228.67,2,1,0,71359.78,0
7805,635,France,Male,34,3,134692.4,2,1,1,83773.02,0
337,649,France,Male,33,2,0.0,2,1,0,2010.98,0
3021,680,France,Male,36,3,116275.12,1,1,1,63795.8,0
9068,750,France,Female,38,1,0.0,2,1,0,47764.99,0
7828,734,France,Female,40,9,176914.8,1,1,1,12799.23,0
3899,752,France,Female,36,2,119912.46,1,1,0,124354.92,0
1000,648,Germany,Female,42,8,121980.56,2,1,0,4027.02,0
1490,797,Spain,Female,31,8,0.0,2,1,0,117916.63,0
9889,760,Spain,Female,32,2,0.0,1,1,1,114565.35,0
3283,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0
9925,694,France,Female,38,5,195926.39,1,1,1,85522.84,0
6258,712,France,Female,27,2,133009.51,1,1,0,126809.15,0
8643,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0
5237,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0
9159,609,France,Male,32,7,118520.41,1,0,0,3815.48,0
7918,589,France,Male,37,5,0.0,1,1,0,61324.87,0
2863,755,France,Female,43,9,0.0,2,1,0,18066.69,0
1009,650,Spain,Male,71,0,0.0,1,1,1,175380.77,0
181,510,France,Male,65,2,0.0,2,1,1,48071.61,0
5203,753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
2385,623,France,Male,27,4,120509.81,1,0,0,142170.44,0
2031,765,France,Male,51,3,123372.3,1,1,1,115429.32,0
1444,583,France,Female,38,10,0.0,2,0,1,113597.64,0
6730,631,Spain,Male,46,9,160736.63,1,0,1,93503.02,0
5406,516,France,Female,47,6,109387.33,1,0,0,121365.45,0
1286,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0
122,656,France,Female,39,6,0.0,2,1,0,141069.88,0
7925,586,Spain,Female,33,7,0.0,2,1,1,168261.4,0
1694,541,France,Male,37,9,118636.92,1,1,1,73551.44,0
929,764,France,Female,24,7,106234.02,1,0,0,115676.38,0
8750,655,France,Female,32,2,0.0,1,1,1,71047.51,0
950,635,France,Female,48,8,130796.33,2,1,1,43250.3,0
3347,725,France,Male,45,1,129855.32,1,0,0,24218.65,0
2428,524,France,Male,40,2,180516.9,1,1,0,180002.42,0
4201,668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0
515,793,Spain,Male,38,9,0.0,2,1,0,88225.02,0
4583,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0
5423,794,France,Male,35,6,0.0,2,1,1,68730.91,0
1198,584,France,Male,38,9,104584.16,1,1,0,176678.72,0
6328,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0
9114,541,France,Male,36,5,0.0,2,1,0,124795.84,0
9063,609,France,Male,39,3,121778.71,1,1,1,138399.67,0
7387,696,France,Male,44,8,161889.79,1,0,0,75562.47,0
1546,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0
2706,696,France,Male,22,9,149777.0,1,1,1,198032.93,0
2327,644,France,Male,30,5,44928.88,1,1,1,10771.46,0
8989,640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0
519,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
9148,698,France,Male,37,8,0.0,2,0,0,145004.39,0
3952,594,France,Female,34,7,141525.55,1,0,0,9443.15,0
708,580,France,Female,35,8,0.0,2,0,1,10357.03,0
5399,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
4041,593,France,Male,36,2,70181.48,2,1,0,80608.12,0
8366,637,France,Male,41,2,0.0,2,0,1,102515.42,0
369,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
7520,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
909,806,Spain,Male,25,7,0.0,2,1,0,18461.9,0
7947,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0
3971,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0
5318,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0
3992,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0
8190,690,France,Male,47,2,0.0,2,1,0,151375.73,0
8038,613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0
7016,741,Spain,Male,50,1,78737.61,1,1,1,13018.96,0
3173,485,France,Female,27,3,0.0,2,1,0,141449.86,0
9149,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,0
6851,527,Germany,Female,39,9,96748.89,2,1,0,94711.43,0
9875,521,France,Male,39,7,0.0,2,0,1,653.58,0
4479,598,France,Male,47,2,0.0,2,1,1,186116.54,0
6417,790,Spain,Male,37,6,0.0,2,1,1,119484.01,0
9894,521,France,Female,77,6,0.0,2,1,1,49054.1,0
5983,619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0
738,725,France,Male,46,6,0.0,2,1,0,161767.38,0
3897,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0
9184,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0
29,411,France,Male,29,0,59697.17,2,1,1,53483.21,0
9366,736,France,Female,36,6,0.0,1,1,0,70496.66,0
123,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0
8009,574,France,Male,34,1,112572.39,1,0,0,165626.6,0
9574,554,Spain,Male,37,3,0.0,2,1,0,166177.3,0
7521,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0
68,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0
744,650,France,Male,60,8,0.0,2,1,1,102925.76,0
1101,703,Spain,Male,29,9,0.0,2,1,0,50679.48,0
4430,588,Spain,Male,59,4,0.0,2,1,1,27435.41,0
3773,749,France,Female,35,3,0.0,3,1,1,132649.85,0
5132,439,France,Female,66,9,0.0,1,1,0,65535.56,0
5897,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
2165,511,France,Male,33,7,0.0,2,0,1,158313.87,0
7905,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0
844,640,France,Male,44,3,137148.68,1,1,0,92381.01,0
8333,683,France,Male,30,4,66190.33,1,1,1,115186.97,0
1264,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0
8776,567,Spain,Male,44,9,0.0,2,1,0,87677.15,0
549,749,France,Male,24,1,0.0,3,1,1,47911.03,0
2861,525,France,Female,25,6,0.0,2,1,0,89566.64,0
72,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
8177,678,Germany,Female,40,8,128644.46,1,0,0,167673.37,0
2423,662,France,Female,29,10,0.0,2,1,0,137508.31,0
6785,621,Spain,Male,41,5,104631.67,1,1,1,95551.22,0
975,750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0
8812,652,France,Male,26,3,137998.2,2,0,1,168989.77,0
2729,667,France,Male,23,1,0.0,2,1,0,91573.19,0
3828,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0
7024,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0
3759,721,France,Male,40,9,118129.87,1,1,1,160277.65,0
1190,797,France,Female,29,1,0.0,2,1,1,132975.39,0
